pmid	year	uses_seer	queries	journal	title
40422507	2025	True	income_seer	Current oncology (Toronto, Ont.)	The Influence of Poverty and Rurality on Colorectal Cancer Survival by Race/Ethnicity: An Analysis of SEER Data with a Census Tract-Level Measure of Persistent Poverty.
40370889	2025	True	income_seer	Cureus	Distance Traveled by Colorectal Liver Metastasis Patients to the Nearest Cancer Hospital To Receive Liver Metastasectomy.
39616300	2025	True	income_seer	Cancer causes & control : CCC	Breast cancer screening needs assessment in 19 Northern California counties: geography, poverty, and racial/ethnic identity composition.
40995351	2025	True	income_seer	CHEST pulmonary	Racialized economic segregation and disparities in non-small cell lung cancer care and outcomes.
42110479	2025	True	income_seer	Journal of registry management	Addressing the Challenge of Geospatial Accuracy in Cancer Registration: The Louisiana Tumor Registry Experience.
39442650	2024	True	income_seer	Journal of cancer policy	Income disparities have a significant impact on thyroid cancer recurrence and survival.
39105992	2024	True	income_seer	Cancer causes & control : CCC	Comparing SEER and NCDB: a case study using colorectal cancer.
38972769	2024	True	income_seer	Surgery	Low neighborhood socioeconomic status is associated with poor outcomes in young adults with colorectal cancer.
38861205	2024	True	income_seer	Annals of surgical oncology	Area Socioeconomic Status is Associated with Refusal of Recommended Surgery in Patients with Metastatic Bone and Joint Disease.
38838257	2024	True	income_seer	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	Racialized Economic Segregation and Treatment and Outcomes of Small Cell Lung Cancer.
39030995	2024	True	income_seer	Cancer medicine	Effects of housing stability and contemporary mortgage lending bias on breast cancer stage at diagnosis among older women in the United States.
38676975	2024	True	income_seer	Journal of geriatric oncology	Predictors of high-intensity care at the end of life among older adults with solid tumors: A population-based study.
38648421	2024	True	income_seer	Journal of surgical oncology	The associations of food environment with gastrointestinal cancer outcomes in the United States.
38701843	2024	True	income_seer	Southern medical journal	Incidence Rates and Outcomes of Nodular and Superficial Spreading Melanoma along the Rural-Urban Continuum in Kentucky and Their Relationship to Provider Care Access.
38418655	2024	True	income_seer	Annals of surgical oncology	Assessment of Social Vulnerabilities of Care and Prognosis in Adult Ocular Melanomas in the US.
38270521	2024	True	income_seer	International journal of cancer	Recent trends in cervical cancer incidence, stage at diagnosis, and mortality according to county-level income in the United States, 2000-2019.
38087980	2024	True	income_seer	Neuro-oncology	Association of county-level socioeconomic status with meningioma incidence and outcomes.
38635268	2024	True	income_seer	JAMA network open	Neighborhood Disadvantage and Breast Cancer-Specific Survival in the US.
38354415	2024	True	income_seer	The Journal of the American Academy of Orthopaedic Surgeons	Association of Socioeconomic Status With Worse Overall Survival in Patients With Bone and Joint Cancer.
37877990	2024	True	income_seer	Journal of neurosurgery	Association between county-level socioeconomic status and the incidence of and surgical treatment for pituitary adenoma.
38348574	2024	True	income_seer	Cancer medicine	Racial disparities in the relationship of regional socioeconomic status and colorectal cancer survival in the five regions of Georgia.
37922543	2024	True	income_seer	Journal of neurosurgery. Pediatrics	An online calculator using machine learning for predicting survival in pediatric patients with medulloblastoma.
37820390	2024	True	income_seer	American journal of otolaryngology	The impact of digital inequities on laryngeal cancer disparities in the US.
37639986	2024	True	income_seer	American journal of otolaryngology	Differences in presentation, treatment, and outcomes among minority head and neck cancer patient groups in Los Angeles County.
37979223	2023	True	income_seer	Cancer epidemiology	Racial and ethnic minorities in lower income brackets are associated with late-stage diagnosis of non-ocular melanoma.
37667099	2023	True	income_seer	Annals of surgical oncology	Association of Race/Ethnicity, Persistent Poverty, and Opioid Access Among Patients with Gastrointestinal Cancer Near the End of Life.
37955896	2023	False	income_seer	JAMA network open	Geographic Variation in Late-Stage Cervical Cancer Diagnosis.
37913538	2023	True	income_seer	Neurosurgical focus	County-level disparities in care for patients with glioblastoma.
37870550	2023	True	income_seer	The American journal of managed care	Association of guideline-concordant care with survival, health care utilization, and costs among older women with advanced epithelial ovarian cancer.
37377037	2023	True	income_seer	Journal of surgical oncology	Persistent poverty impacts access to minimally invasive surgery among patients with hepatopancreatobiliary cancer.
37669050	2023	True	income_seer	JAMA network open	State Public Assistance Spending and Survival Among Adults With Cancer.
37296055	2023	True	income_seer	Surgery	County characteristics associated with refusing breast cancer surgery: Evidence from the Surveillance, Epidemiology, and End Results program.
37686560	2023	True	income_seer	Cancers	Racial/Ethnic Disparities in Prostate Cancer 5-Year Survival: The Role of Health-Care Access and Disease Severity.
37540510	2023	True	income_seer	JAMA network open	Racial and Ethnic Disparities in Survival Among People With Second Primary Cancer in the US.
37390596	2023	True	income_seer	Gynecologic oncology	The association of black race with receipt of hysterectomy and survival in low-risk endometrial cancer.
35837973	2023	True	income_seer	Annals of surgery	Socioeconomic Mediation of Racial Segregation in Pancreatic Cancer Treatment and Outcome Disparities.
37551220	2023	True	income_seer	Cureus	Sociodemographic Disparities in the Diagnosis and Prognosis of Patients With Cervical Cancer: An Analysis of the Surveillance, Epidemiology, and End Results Program.
37150737	2023	True	income_seer	Urologic oncology	Characteristics of prostate cancer patients captured by facility-based versus geography-based cancer registries.
36975186	2023	True	income_seer	Journal of surgical oncology	The impact of digital inequities on gastrointestinal cancer disparities in the United States.
36974082	2023	True	income_seer	Technical innovations & patient support in radiation oncology	Community socioeconomic status and rural/racial disparities in HPV-/+ head and neck cancer.
36774319	2023	True	income_seer	Surgery	Hepatopancreaticobiliary cancer outcomes are associated with county-level duration of poverty.
35882950	2023	True	income_seer	Prostate cancer and prostatic diseases	Intensity of observation with active surveillance or watchful waiting in men with prostate cancer in the United States.
35796386	2023	True	income_seer	Annals of surgery	The Persistence of Poverty and its Impact on Cancer Diagnosis, Treatment and Survival.
36795405	2023	True	income_seer	JAMA oncology	Association of Social Determinants and Tumor Biology With Racial Disparity in Survival From Early-Stage, Hormone-Dependent Breast Cancer.
35129521	2023	True	income_seer	Annals of surgery	Association of County-level Upward Economic Mobility with Stage at Diagnosis and Receipt of Treatment Among Patients Diagnosed with Pancreatic Adenocarcinoma.
37056393	2023	True	income_seer	Journal of Cancer	Revisiting Exclusion of Prior Cancer in Clinical Trials of Male Breast Cancer.
36897588	2023	True	income_seer	JAMA network open	Mediation of Racial and Ethnic Inequities in the Diagnosis of Advanced-Stage Cervical Cancer by Insurance Status.
36848088	2023	True	income_seer	JAMA network open	Association of Variation in US County-Level Rates of Liver Surgical Resection for Colorectal Liver Metastasis With Poverty Rates in 2010.
36822658	2023	True	income_seer	BMJ open gastroenterology	Appendiceal adenocarcinoma is associated with better prognosis than cecal adenocarcinoma: a population-based comparative survival study.
36567214	2023	True	income_seer	Clinical lymphoma, myeloma & leukemia	Improvement of Early Death in Acute Promyelocytic Leukemia: A Population-Based Analysis.
35866998	2022	True	income_seer	Journal of the National Cancer Institute	Sociodemographic Survival Disparities for Lung Cancer in the United States, 2000-2016.
36091633	2022	True	income_seer	Journal of neurological surgery. Part B, Skull base	Impact of Race, Ethnicity, and Socioeconomic Status on Nasopharyngeal Carcinoma Disease-Specific and Conditional Survival.
35437584	2022	True	income_seer	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	The Role of Socioeconomic Status and Race/Ethnicity in Malignant Peripheral Nerve Sheath Tumor Survival: A Surveillance, Epidemiology, and End Results-Based Analysis.
35864368	2022	True	income_seer	Cancer causes & control : CCC	Racial and ethnic differences in patient ratings of colorectal and non-small-cell lung cancer care: A SEER-CAHPS study.
36091170	2022	True	income_seer	Frontiers in oncology	Socioeconomic deprivation and survival outcomes in primary central nervous system lymphomas.
35441305	2022	True	income_seer	Annals of surgical oncology	Association of County-Level Upward Economic Mobility with Stage at Diagnosis and Receipt of Curative-Intent Treatment among Patients with Hepatocellular Carcinoma.
35337204	2022	True	income_seer	The American surgeon	Persistence of Disparity in Thyroid Cancer Survival After Adjustments for Socioeconomic Status and Access.
34281443	2022	True	income_seer	Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery	Impact of Socioeconomic Status on Paranasal Sinus Cancer Disease-Specific and Conditional Survival.
34954755	2022	False	income_seer	Annals of surgery	The Impact of Income and Social Mobility on Colorectal Cancer Outcomes and Treatment: A Cross-sectional Study.
34889456	2022	True	income_seer	Journal of surgical oncology	Sex, racial/ethnic and socioeconomic disparities in patients with metastatic bone disease.
34876291	2022	True	income_seer	Surgery	From street address to survival: Neighborhood socioeconomic status and pancreatic cancer outcomes.
34857388	2022	True	income_seer	Surgery	Inflammatory breast cancer, trimodal treatment, and mortality: Does where you live matter?
35174302	2022	True	income_seer	OTO open	Association of Race, Ethnicity, and Socioeconomic Status With Esthesioneuroblastoma Presentation, Treatment, and Survival.
34495548	2022	True	income_seer	Cancer	Impact of sociodemographic factors on early mortality in acute promyelocytic leukemia in the United States: A time-trend analysis.
34331158	2022	False	income_seer	Annals of surgical oncology	Racial and Socioeconomic Disparities in Breast Cancer Outcomes within the AJCC Pathologic Prognostic Staging System.
34340925	2021	True	income_seer	Journal of the American Pharmacists Association : JAPhA	Pharmacy deserts and patients with breast cancer receipt of influenza vaccines.
34256174	2021	True	income_seer	World neurosurgery	Socioeconomic Disparities in Non-Small Cell Lung Cancer With Brain Metastases at Presentation: A Population-Based Study.
34022098	2021	True	income_seer	Pediatric blood & cancer	Socioeconomic disparities in survival after high-risk neuroblastoma treatment with modern therapy.
34197047	2021	True	income_seer	Cancer medicine	The impact of socioeconomic status on survival in stage III colon cancer patients: A retrospective cohort study using the SEER census-tract dataset.
33516743	2021	True	income_seer	The Journal of investigative dermatology	Late-Stage Melanoma in New York State: Associations with Socioeconomic Factors and Healthcare Access at the County Level.
32918677	2021	True	income_seer	Journal of gastrointestinal surgery : official journal of the Society for Surgery of the Alimentary Tract	County-Level Variation in Utilization of Surgical Resection for Early-Stage Hepatopancreatic Cancer Among Medicare Beneficiaries in the USA.
33709456	2021	True	income_seer	American journal of hematology	Acute lymphoblastic leukemia: A population-based study of outcome in the United States based on the surveillance, epidemiology, and end results (SEER) database, 1980-2017.
33145705	2021	True	income_seer	Annals of surgical oncology	Decompositions of the Contribution of Treatment Disparities to Survival Disparities in Stage I-II Pancreatic Adenocarcinoma.
34170893	2021	False	income_seer	Journal of registry management	A Midwest Tri-State Study of Overall Survival in Ovarian Cancer with Adjuvant Chemotherapy.
33392903	2021	True	income_seer	Cancer causes & control : CCC	Rural representation of the surveillance, epidemiology, and end results database.
33369661	2020	True	income_seer	JAMA network open	Regional Variation in Active Surveillance for Low-Risk Prostate Cancer in the US.
33275039	2020	False	income_seer	Journal of comparative effectiveness research	Impact of socioeconomic status on presentation, treatment and outcomes of patients with pancreatic cancer.
32757135	2020	True	income_seer	Breast cancer research and treatment	A population-based study of invitation to and participation in clinical trials among women with early-stage breast cancer.
32766799	2020	True	income_seer	JAMA network open	Associations of Socioeconomic Status, Public vs Private Insurance, and Race/Ethnicity With Metastatic Sarcoma at Diagnosis.
31710664	2020	True	income_seer	Journal of the National Cancer Institute	Factors Associated With Use of High-Cost Agents for the Treatment of Metastatic Non-Small Cell Lung Cancer.
31792804	2020	True	income_seer	Breast cancer (Tokyo, Japan)	Income disparities in needle biopsy patients prior to breast cancer surgery across physician peer groups.
31948677	2020	True	income_seer	Urology	Temporal Changes in Demographic and Clinical Characteristics of Men With Prostate Cancer Electing for Conservative Management in the United States.
31725657	2019	True	income_seer	Medicine	Mediation analyses of socioeconomic factors determining racial differences in the treatment of diffuse large B-cell lymphoma in a cohort of older adults.
30554272	2019	True	income_seer	World journal of urology	Incorporating non-biological factors into the TNM staging system for better prognostication and decision-making in testicular cancer.
31568536	2019	True	income_seer	PloS one	Intensity modulated radiation therapy following lumpectomy in early-stage breast cancer: Patterns of use and cost consequences among Medicare beneficiaries.
31201223	2019	True	income_seer	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	Providing Higher Resolution Indicators of Rurality in the Surveillance, Epidemiology, and End Results (SEER) Database: Implications for Patient Privacy and Research.
31150741	2019	True	income_seer	International journal of radiation oncology, biology, physics	The Impact of the Affordable Care Act on Disparities in Private and Medicaid Insurance Coverage Among Patients Under 65 With Newly Diagnosed Cancer.
31390587	2019	True	income_seer	Journal of the National Comprehensive Cancer Network : JNCCN	Lung Cancer in Nonelderly Patients: Facility and Patient Characteristics Associated With Not Receiving Treatment.
31200352	2019	True	income_seer	Journal of the National Comprehensive Cancer Network : JNCCN	Uptake of the 21-Gene Assay Among Women With Node-Positive, Hormone Receptor-Positive Breast Cancer.
31108497	2019	True	income_seer	Oncology	Racial Disparities, Outcomes, and Surgical Utilization among Hispanics with Esophageal Cancer: A Surveillance, Epidemiology, and End Results Program Database Analysis.
29936977	2018	True	income_seer	The Journal of surgical research	Regional diagnostic rates, treatments, and outcomes among patients with invasive ductal carcinoma.
29746178	2018	False	income_seer	Journal of adolescent and young adult oncology	Head and Neck Squamous Cell Carcinoma in Adolescents and Young Adults: Survivorship Patterns and Disparities.
29704152	2018	True	income_seer	Cancer causes & control : CCC	Racialized economic segregation and stage at diagnosis of colorectal cancer in the United States.
29527660	2018	True	income_seer	Cancer	Impact of socioeconomic status on survival for patients with anal cancer.
29397099	2018	True	income_seer	The Annals of thoracic surgery	Underperformance of Mediastinal Lymph Node Evaluation in Resectable Non-Small Cell Lung Cancer.
29306788	2018	True	income_seer	Cancer epidemiology	Epithelial ovarian cancer mortality among Hispanic women: Sub-ethnic disparities and survival trend across time: An analysis of SEER 1992-2013.
28884392	2018	True	income_seer	Breast cancer research and treatment	Socioeconomic status and breast cancer treatment.
28736233	2017	True	income_seer	The Journal of investigative dermatology	Continued Increase in Melanoma Incidence across all Socioeconomic Status Groups in California, 1998-2012.
28830564	2017	True	income_seer	Journal of ovarian research	Availability of healthcare resources and epithelial ovarian cancer stage of diagnosis and mortality among Blacks and Whites.
28600296	2017	True	income_seer	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	Making the Case for Investment in Rural Cancer Control: An Analysis of Rural Cancer Incidence, Mortality, and Funding Trends.
28464280	2017	True	income_seer	Cancer	Association between insurance status at diagnosis and overall survival in chronic myeloid leukemia: A population-based study.
28453646	2017	True	income_seer	American journal of epidemiology	Protecting Confidentiality in Cancer Registry Data With Geographic Identifiers.
28170302	2017	True	income_seer	Journal of women's health (2002)	Disparities in the Initial Local Treatment of Older Women with Early-Stage Breast Cancer: A Population-Based Study.
28580352	2017	True	income_seer	Frontiers in public health	Recent Spatiotemporal Patterns of US Lung Cancer by Histologic Type.
28195022	2017	True	income_seer	Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery	Impact of County-Level Socioeconomic Status on Oropharyngeal Cancer Survival in the United States.
27859019	2017	True	income_seer	Cancer	The impact of health insurance on cancer care in disadvantaged communities.
28118039	2017	True	income_seer	Annals of the American Thoracic Society	Residence in Rural Areas of the United States and Lung Cancer Mortality. Disease Incidence, Treatment Disparities, and Stage-Specific Survival.
27409991	2017	True	income_seer	Journal of adolescent and young adult oncology	Impact of Urologist Density and County Rurality on the Practice of Retroperitoneal Lymph Node Dissection and Cancer-Specific Death in Patients with Nonseminomatous Germ Cell Tumors.
27548407	2016	True	income_seer	Cancer	Impact of marital status, insurance status, income, and race/ethnicity on the survival of younger patients diagnosed with multiple myeloma in the United States.
27138583	2016	True	income_seer	Journal of clinical oncology : official journal of the American Society of Clinical Oncology	Racial/Ethnic Disparities in Survival Among Patients With Young-Onset Colorectal Cancer.
27255533	2016	True	income_seer	Breast cancer research and treatment	Racial disparities in individual breast cancer outcomes by hormone-receptor subtype, area-level socio-economic status and healthcare resources.
26954853	2016	True	income_seer	American journal of otolaryngology	Sociodemographic disparities in choice of therapy and survival in advanced laryngeal cancer.
37592704	2016	True	income_seer	Urology practice	Health Insurance Status and Disparities in Kidney Cancer Care.
26657478	2016	True	income_seer	Nursing research	Factors Associated With Unplanned Hospitalizations Among Patients With Nonmetastatic Colorectal Cancers Intended for Treatment in the Ambulatory Setting.
26436436	2015	True	income_seer	JAMA pediatrics	Ethnic, Racial, and Socioeconomic Disparities in Retinoblastoma.
24064751	2015	True	income_seer	American journal of clinical oncology	The Integration of Multimodality Care for the Treatment of Small Cell Lung Cancer in a Rural Population and Its Impact on Survival.
26084209	2015	False	income_seer	Cancer causes & control : CCC	US trends in survival disparities among adolescents and young adults with non-Hodgkin lymphoma.
25751200	2015	True	income_seer	Obstetrics and gynecology	Sociodemographic disparities in advanced ovarian cancer survival and adherence to treatment guidelines.
25527416	2015	True	income_seer	Annals of oncology : official journal of the European Society for Medical Oncology	Socioeconomic disparities in survival from childhood leukemia in the United States and globally: a meta-analysis.
25306287	2015	True	income_seer	Urologic oncology	Income inequality and treatment of African American men with high-risk prostate cancer.
25342577	2014	True	income_seer	Journal of gastrointestinal cancer	The association between county-level surgeon density and esophageal and gastric cancer mortality.
25417237	2014	True	income_seer	Journal of the National Cancer Institute. Monographs	Racial and ethnic disparities in cancer survival by neighborhood socioeconomic status in Surveillance, Epidemiology, and End Results (SEER) Registries.
25104569	2014	True	income_seer	Cancer causes & control : CCC	Postoperative 30-day mortality in patients undergoing surgery for colorectal cancer: development of a prognostic model using administrative claims data.
25092774	2014	True	income_seer	Journal of clinical oncology : official journal of the American Society of Clinical Oncology	Disparities in stage at diagnosis, treatment, and survival in nonelderly adult patients with cancer according to insurance status.
24673560	2014	True	income_seer	Health services research	Hospital and geographic variability in thirty-day all-cause mortality following colorectal cancer surgery.
24346819	2014	True	income_seer	Journal of community health	Non-small cell lung cancer treatment receipt and survival among African-Americans and whites in a rural area.
24500502	2014	True	income_seer	Melanoma research	Individual and ecological factors associated with early detection of nodular melanoma in the United States.
24378070	2014	True	income_seer	Thyroid : official journal of the American Thyroid Association	The impact of socioeconomic status on the use of adjuvant radioactive iodine for papillary thyroid cancer.
23909950	2014	True	income_seer	Health services research	Geographic and racial disparities in breast cancer-related outcomes in Georgia.
24246773	2014	True	income_seer	Gynecologic oncology	Regional variation in surgical assessment of lymph nodes for staging among women with early-stage epithelial ovarian cancer.
24935602	2014	True	income_seer	Asian Pacific journal of cancer prevention : APJCP	Under-use of radiotherapy in stage III bronchioaveolar lung cancer and socio-economic disparities in cause specific survival: a population study.
24143148	2013	True	income_seer	Journal of contemporary brachytherapy	Racial and socioeconomic disparities in the selection of prostate brachytherapy.
23445478	2013	True	income_seer	Health services research	Radiation therapy resources and guideline-concordant radiotherapy for early-stage breast cancer patients in an underserved region.
23517343	2013	True	income_seer	Thyroid : official journal of the American Thyroid Association	The increasing incidence of thyroid cancer: the influence of access to care.
23512326	2013	True	income_seer	Cancer	Determinants of adjuvant oxaliplatin receipt among older stage II and III colorectal cancer patients.
24460264	2013	True	income_seer	Asian Pacific journal of cancer prevention : APJCP	Assessing the impact of socio-economic variables on breast cancer treatment outcome disparity.
24460261	2013	True	income_seer	Asian Pacific journal of cancer prevention : APJCP	Racial and socioeconomic disparities in malignant carcinoid cancer cause specific survival: analysis of the surveillance, epidemiology and end results national cancer registry.
24175773	2013	True	income_seer	Asian Pacific journal of cancer prevention : APJCP	Low income and rural county of residence increase mortality from bone and joint sarcomas.
23803107	2013	True	income_seer	Asian Pacific journal of cancer prevention : APJCP	Using SEER data to quantify effects of low income neighborhoods on cause specific survival of skin melanoma.
23509460	2013	False	income_seer	Journal of cancer epidemiology	Individual and neighborhood socioeconomic status and healthcare resources in relation to black-white breast cancer survival disparities.
22771484	2012	True	income_seer	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	Disparities in the early adoption of chemoimmunotherapy for diffuse large B-cell lymphoma in the United States.
22733221	2012	True	income_seer	Breast cancer research and treatment	Inflammatory and non-inflammatory breast cancer survival by socioeconomic position in the Surveillance, Epidemiology, and End Results database, 1990-2008.
22487264	2012	True	income_seer	The breast journal	A population-based study of breast cancer-specific survival following mastectomy and immediate or early-delayed breast reconstruction.
21947698	2012	True	income_seer	Annals of surgical oncology	Race and health disparities in patient refusal of surgery for early-stage non-small cell lung cancer: a SEER cohort study.
21596483	2011	True	income_seer	International journal of radiation oncology, biology, physics	Predictors of IMRT and conformal radiotherapy use in head and neck squamous cell carcinoma: a SEER-Medicare analysis.
21266522	2011	True	income_seer	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	U.S. geographic distribution of prevaccine era cervical cancer screening, incidence, stage, and mortality.
21300617	2011	True	income_seer	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	Demographic disparities in patterns of care and survival outcomes for patients with resected gastric adenocarcinoma.
21228670	2011	True	income_seer	Diseases of the colon and rectum	Presence of specialty surgeons reduces the likelihood of colostomy after proctectomy for rectal cancer.
21073707	2010	True	income_seer	BMC cancer	Racial differences in treatment and survival in older patients with diffuse large B-cell lymphoma (DLBCL).
20827881	2010	True	income_seer	Journal of the Mississippi State Medical Association	Pancreas cancer in Mississippi: present challenges and future directions.
19543799	2009	True	income_seer	Cancer causes & control : CCC	Trends in colorectal cancer incidence rates by age, race/ethnicity, and indices of access to medical care, 1995–2004 (United States).
19828016	2009	True	income_seer	BMC cancer	Socioeconomic disparities in breast cancer survival: relation to stage at diagnosis, treatment and race.
19789367	2009	False	income_seer	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	Medical advances and racial/ethnic disparities in cancer survival.
19598220	2009	True	income_seer	Cancer	Racial differences in colorectal cancer survival in the Detroit Metropolitan Area.
19452539	2009	True	income_seer	Cancer	Racial and socioeconomic disparities in adjuvant chemotherapy for older women with lymph node-positive, operable breast cancer.
19131946	2009	True	income_seer	The Journal of investigative dermatology	Increasing burden of melanoma in the United States.
19103608	2009	True	income_seer	American journal of epidemiology	The role of poverty rate and racial distribution in the geographic clustering of breast cancer survival among older women: a geographic and multilevel analysis.
19130463	2009	True	income_seer	Cancer	Racial disparities in the development of breast cancer metastases among older women: a multilevel study.
21331349	2009	True	income_seer	The open health services and policy journal	Contextual Analysis of Breast Cancer Stage at Diagnosis Among Women in the United States, 2004.
19093916	2008	True	income_seer	Journal of the American Geriatrics Society	Area-level poverty is associated with greater risk of ambulatory-care-sensitive hospitalizations in older breast cancer survivors.
18990733	2008	True	income_seer	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	Neighborhood composition and cancer among Hispanics: tumor stage and size at time of diagnosis.
18663535	2008	True	income_seer	Annals of surgical oncology	Disparities in urban and rural mastectomy populations : the effects of patient- and county-level factors on likelihood of receipt of mastectomy.
18391595	2008	True	income_seer	American journal of clinical oncology	Impact of treatment and socioeconomic status on racial disparities in survival among older women with breast cancer.
18257090	2008	True	income_seer	Cancer	Racial differences in cervical cancer survival in the Detroit metropolitan area.
16434087	2006	True	income_seer	Gynecologic oncology	Socioeconomic status and cervical cancer survival among older women: findings from the SEER-Medicare linked data cohorts.
16204005	2005	True	income_seer	Journal of clinical oncology : official journal of the American Society of Clinical Oncology	Geographic and socioeconomic variation in the treatment of prostate cancer.
15809671	2005	True	income_seer	Prostate cancer and prostatic diseases	Sociodemographic factors associated with postprostatectomy radiotherapy.
15061598	2004	True	income_seer	CA: a cancer journal for clinicians	Cancer disparities by race/ethnicity and socioeconomic status.
14758094	2004	True	income_seer	Breast cancer research and treatment	Chemotherapy of nonelderly breast cancer patients by poverty-rate of area of residence in Connecticut.
14572836	2003	True	income_seer	Social science & medicine (1982)	Does stage at diagnosis influence the observed relationship between socioeconomic status and breast cancer incidence, case-fatality, and mortality?
14625261	2003	True	income_seer	Journal of the National Cancer Institute	Racial differences in mortality among Medicare recipients after treatment for localized prostate cancer.
12496533	2003	True	income_seer	Annals of surgery	Prognostic factors following curative resection for pancreatic adenocarcinoma: a population-based, linked database analysis of 396 patients.
12491484	2003	True	income_seer	Cancer	Existing data on breast cancer in African-American women: what we know and what we need to know.
11936816	2002	True	income_seer	Cancer causes & control : CCC	Projecting SEER cancer survival rates to the US: an ecological regression approach.
11880791	2002	True	income_seer	Medical care	Persistent differences in sociodemographic determinants of breast conserving treatment despite overall increased adoption.
42391057	2026	False	timeliness_disparities_any_source	JNCI cancer spectrum	Sociodemographic trends in prostate cancer: insights from the All of Us Research Program.
42393670	2026	False	timeliness_disparities_any_source	BMC urology	Quality of services and patient reported outcomes for prostate cancer in Tanzania: the role of patients' satisfaction from a cross-sectional study.
41667321	2026	False	timeliness_disparities_any_source	Clinical genitourinary cancer	Outcomes for Patients With SPOP Mutated Castration-Resistant Prostate Cancer (CRPC) Treated With an Androgen Receptor Pathway Inhibitor (ARPI).
40615515	2026	False	timeliness_disparities_any_source	Prostate cancer and prostatic diseases	Assessing racial differences in time to subsequent treatment following androgen deprivation therapy among Veterans with prostate cancer.
41464449	2025	False	timeliness_disparities_any_source	International journal of environmental research and public health	Travel Distance and Its Impact on Wait Time for Positron Emission Tomography-Computed Tomography in Patients with Cancers.
41082031	2025	False	timeliness_disparities_any_source	Cancer causes & control : CCC	Differences in prostate cancer treatment receipt and timeliness of treatment between African American/Black and White Iowans.
40978091	2025	False	timeliness_disparities_any_source	American journal of clinical and experimental urology	Factors associated with time to prostate cancer treatment initiation during the COVID-19 pandemic.
40189880	2025	False	timeliness_disparities_any_source	Future oncology (London, England)	Study of persistence and adherence to ADT in prostate cancer: relugolix, degarelix, and GnRH agonists in the US.
40127382	2025	False	timeliness_disparities_any_source	JCO global oncology	Quality of Care and Survival Outcomes Among Patients With Clinically Localized Prostate Cancer in Nigeria.
39941913	2025	False	timeliness_disparities_any_source	Cancers	Association Between Medicaid Expansion and Insurance Status, Risk Group, Receipt, and Refusal of Treatment Among Men with Prostate Cancer.
39421172	2024	False	timeliness_disparities_any_source	Ecancermedicalscience	Treatment delays for cancer patients in Sub-Saharan Africa: South Africa as a microcosm.
38697001	2024	False	timeliness_disparities_any_source	Clinical genitourinary cancer	Delaying Surgery in Favorable-Risk Prostate Cancer Patients: An NCDB Analysis of Oncologic Outcomes.
38395662	2024	False	timeliness_disparities_any_source	Brachytherapy	The impact of a positive COVID-19 test on timeliness of radiation in patients receiving brachytherapy.
38788158	2024	False	timeliness_disparities_any_source	West African journal of medicine	Waiting Times in Prostate Cancer Diagnosis and Treatment: A Ten-Year Experience in A Nigerian Teaching Hospital.
37537835	2023	False	timeliness_disparities_any_source	Cancer medicine	Disparities in time to prostate cancer treatment initiation before and after the Affordable Care Act.
37262399	2023	False	timeliness_disparities_any_source	JCO oncology practice	Disparities in Diagnosis, Treatment Access, and Time to Treatment Among Hispanic Men With Metastatic Prostate Cancer.
37114585	2023	False	timeliness_disparities_any_source	Cancer medicine	Demographic disparities in receipt of care at a comprehensive cancer center.
36653224	2023	False	timeliness_disparities_any_source	Clinical genitourinary cancer	Role of Race and Insurance Status in Prostate Cancer Diagnosis-to-Treatment Interval.
36759298	2023	False	timeliness_disparities_any_source	Urologic oncology	Access to definitive treatment and survival for intermediate-risk and high-risk prostate cancer at hospital systems serving health disparity populations.
40778070	2023	False	timeliness_disparities_any_source	Frontiers in urology	Increasing surgical wait time does not increase the risk of node positive prostate cancer: Implications for surgical planning during the COVID-19 pandemic and beyond.
35194179	2022	False	timeliness_disparities_any_source	Prostate cancer and prostatic diseases	Substantial Gleason reclassification in Black men with national comprehensive cancer network low-risk prostate cancer - A propensity score analysis.
35190652	2022	False	timeliness_disparities_any_source	Prostate cancer and prostatic diseases	Racial disparities in treatment delay among younger men with prostate cancer.
35330713	2022	False	timeliness_disparities_any_source	Frontiers in oncology	Comparative Effectiveness of Abiraterone and Enzalutamide in Patients With Metastatic Castration-Resistant Prostate Cancer in Taiwan.
